"EVENT_TYPE","TIMESTAMP","REQUEST_ID","ORGANIZATION_ID","USER_ID","RUN_TIME","CPU_TIME","URI","SESSION_KEY","LOGIN_KEY","USER_TYPE","REQUEST_STATUS","DB_TOTAL_TIME","CORRELATION_ID","WEBSTORE_ID","WEBSTORE_TYPE","EFFECTIVE_ACCOUNT_ID","SERVICE_NAME","OPERATION","OPERATION_TIME","OPERATION_STAGE","CONTEXT_ID","COUNT","OPERATION_STATUS","OPERATION_STATE","IS_RETRY","CONTEXT_MAP","ERROR_CODE","ERROR_MESSAGE","B2B_EDITION","B2B_VERSION","BROWSER_DEVICE_TYPE","OS_VERSION","TIMESTAMP_DERIVED","USER_ID_DERIVED","CLIENT_IP","URI_ID_DERIVED"
"OneCommerceUsage","20240315235118.928","4voK831Q6aIJhdG-mMQro-","00D07000000LTSy","00507000003O0ru","7","4","","","","","","","","","","","CartSweeper","CartSweeper","0","CartEntitySweeperTask","","","Success","","","{""SweepCount"":0,""orgId"":{""id"":""00D07000000LTSy""},""ChunkLowerBoundaryId"":{""id"":""0a6000000000000""},""ChunkUpperBoundaryId"":{""id"":""0a6zzzzzzzzzzzz""}}","","","LB2B","","9999","9999","2024-03-15T23:51:18.928Z","00507000003O0ruAAC","",""
